EngineID,Cycle,Altitude_m,Mach,Tamb_K,Pamb_Pa,RPM_rev_min,FuelFlow_kg_s,P2_Pa,T2_K,P3_Pa,T3_K,P4_Pa,T4_K,CompressorHealth,CombustorHealth,TurbineHealth,OverallHealth,Thrust_N,TSFC_g_N_s,eta_c_raw,eta_t_raw,combustor_pressure_retention,combustor_specific_rise
1,1,7193.924836585455,0.141126242892161,240.05208103555216,39779.10396839329,37691.7359482254,0.301736202982403,76228.31340190716,302.3702051337583,74966.68327486744,990.924428376197,59230.69499453812,937.086898383918,0.9972206939489918,0.999261760970851,0.998727385402894,0.9982850214917204,21227.13610946445,0.0143472251900702,0.7833115231665194,0.9568239111298767,0.9834493238701493,2281.9741762396166
1,2,4452.60404470065,0.4112720761116314,259.89102512552887,58203.85570456829,69050.9337686756,0.5647129075909856,373737.9136899759,462.4393907087101,350404.1912005826,1008.6666523650736,152476.3977215352,795.3695166838233,0.9931565457646512,0.9981822422870998,0.9968664552968636,0.9957772275810496,39800.42238362171,0.0140554490224518,0.8951207379992047,1.1336303231816653,0.9375666165120482,967.2654092262912
1,3,11063.427428868095,0.2342919887365059,217.69794136602232,23132.70217239791,62807.616034653554,0.749029802358647,118005.7060648584,363.1024895127166,109746.61162267852,1189.2539749880625,66876.77922041072,1042.2361772011584,0.9884070488970544,0.9969206813462996,0.9946917113385936,0.9928465373642896,47814.86380566101,0.0159172248205971,0.8858326231541809,1.0689541312422783,0.9300110586377873,1102.962102273965
1,4,9654.38239794929,0.0673933992976915,227.5960581682902,28176.0908337657,79262.15961884682,1.5801270411170802,188014.3301635191,420.7598654675898,181026.3142035223,1711.6883268470326,116671.63215950307,1496.609769343458,0.9831494391003376,0.9955241554938968,0.9922843078895336,0.989602314655164,84197.57388853369,0.0188846365910612,0.8481279776654626,1.2168092777525206,0.9628325354034493,816.977640270502
1,5,7687.908866480688,0.8016678492694637,241.9859393149169,37542.90969305548,54514.70285189903,0.4114475390813978,212538.5139446165,411.8646144413445,199843.62005270293,988.374556442695,110707.08438471564,820.9579210419845,0.9774784965710276,0.9940178402373674,0.989687643790763,0.98610304383685,26132.28852114377,0.0158910553261703,0.8936558112450366,1.2425709852968585,0.9402701484248561,1401.17484549421
1,6,2988.333338161026,0.3685563222465385,270.0526238992288,70983.43676983345,67864.6906936383,0.6137610032013919,420142.1514064564,476.0699566949413,392515.7893780208,1091.6908011493383,178031.41527636573,861.8212226621505,0.9714548060308554,0.9924178280851764,0.9869294601401744,0.9823861088799474,41695.6636159,0.0146738688109428,0.862928726443915,1.1821014991112249,0.934245202639263,1003.0302369217075
1,7,5057.250681309782,0.7374851638402087,253.8276757943832,52949.94815526623,73201.93364892599,0.2121609325514434,453907.6537936711,493.2687552295922,426229.5615891972,705.2990638025743,94760.5199878232,443.8745079599042,0.9651210160628512,0.990735447350202,0.9840292852690542,0.9784778262109172,18331.69268269888,0.0115927011561081,0.8852633430159434,1.1903335258490837,0.9390226360513072,999.3843165332543
1,8,3598.639698380143,0.2563614917065542,265.94601851197206,64650.55827562353,31752.84116951328,1.2917480596479411,79697.92261010055,282.7780767990974,76035.58527924151,4265.85098113165,73891.27318239807,4332.489577315309,0.9585090521733044,0.9889791780826208,0.98100173752622,0.974397895551974,40833.41760973232,0.0317684846652324,0.966434672162469,-2.2086661465601534,0.9540472673450225,3083.475043436966
1,9,8700.118360863817,0.3311320824401911,230.2075730791778,32232.33481007107,62141.05633841344,1.352062665497484,157197.86688886897,388.2526514246319,150293.56315443953,1869.4130560472415,107913.18020113782,1706.4465651243122,0.9516438590033875,0.9871556460758304,0.977858238796809,0.9701617090631468,62977.01032021104,0.0212832186309653,0.8285558978926697,1.1047983119868625,0.9560788968001045,1095.482067820891
1,10,4632.546200941561,0.8454012017104074,260.67764305893473,56944.501462874105,37127.52092659869,0.8345861706454993,154990.5774780049,353.6096107778111,145593.15309320673,2322.6249742208024,134994.35342103415,2209.405845519489,0.9445455537465848,0.9852701948569964,0.9746080005291504,0.9657816801144778,31480.25459087171,0.0258549189791646,0.8815334979212034,2.6237311834178443,0.9393677697205057,2359.2714960997773
